ID	EGAR00001193088	EGAR00001193082	EGAR00001193062	EGAR00001193016	EGAR00001193014	EGAR00001193032	EGAR00001193066	EGAR00001193060	EGAR00001193048	EGAR00001193040	EGAR00001193068	EGAR00001193080	EGAR00001193078	EGAR00001193064	EGAR00001193058	EGAR00001193090	EGAR00001193052	EGAR00001193018	EGAR00001193056	EGAR00001193034	EGAR00001193074	EGAR00001193028	EGAR00001193076	EGAR00001193084	EGAR00001193044	EGAR00001193012	EGAR00001193070	EGAR00001193030	EGAR00001193026	EGAR00001193046	EGAR00001193054	EGAR00001193050	EGAR00001193038	EGAR00001193022	EGAR00001193020	EGAR00001193042	EGAR00001193086	EGAR00001193024	EGAR00001193036	EGAR00001193072
X__134473359__134493590__ENSG00000165704	0.0408	0.0308	0	0.0464	0	0.0751	0.0855	0	0	0.0954	0.0596	0	0.0474	0.0968	0	0	0	0.0604	0	0.0623	0	0	0.0741	0.0308	0.0319	0	0	0.1632	0.0522	0.0319	0.0346	0	0.0314	0.0317	0	0	0	0	0	0.0434
X__135545423__135556300__ENSG00000165359	0.367	0.3846	0.4145	0.0929	0.305	0.5404	0.2564	0.1428	0.2658	0.8588	0.437	0.3914	0.2529	0.8129	0.4033	0.4377	0.3356	0.4225	0.3108	0.3738	0.5819	0.4897	0.2518	0.3383	0.3034	0.5288	0.3946	0.4489	0.2786	0.3824	0.363	0.4926	0.4478	0.5862	0.2087	0.6643	0.4158	0.0456	0.4039	0.3256
X__136732102__136747592__ENSG00000129675	0.0408	0.1077	0	0.0464	0	0.06	0	0	0	0.1193	0.0596	0	0.0632	0	0.0576	0.0912	0.0746	0	0	0	0	0	0.0593	0.0769	0.0798	0.0853	0	0	0.0348	0.0319	0.0519	0.0394	0.0471	0.0317	0.0596	0.0718	0.0362	0.0304	0	0
X__139814878__139826823__ENSG00000101974	0.1427	0.1077	0.3731	0.2902	0.1525	0.2102	0.2051	0.1428	0.1431	0.4532	0.2185	0.1648	0.2688	0.329	0.3073	0.1459	0.1678	0.4024	0.3108	0.2492	0.3765	0.1289	0.2518	0.2768	0.3034	0.2559	0.263	0.4285	0.1567	0.239	0.2766	0.2167	0.1807	0.1743	0.2982	0.2872	0.2531	0.2128	0.2551	0.2388
X__148651999__148662768__ENSG00000155966	0.102	0.0308	0.0622	0.0348	0.0381	0.0751	0	0.0408	0.0409	0.2385	0.0596	0.0412	0.0632	0	0.1152	0	0.0373	0.0805	0	0	0	0	0.1037	0	0.0319	0.1365	0.0219	0	0.0174	0.0637	0.0691	0.0394	0.0393	0.1109	0	0.0718	0	0.0608	0	0.0434
X__148661908__148662768__ENSG00000155966	0.2039	0.0923	0.3523	0.1045	0.2288	0.1051	0	0.0612	0.2045	0.4294	0.2582	0.1648	0.2688	0.1355	0.1921	0.1824	0.1119	0.0604	0.0717	0.1661	0.1369	0.1289	0.1185	0.0308	0.2076	0.3582	0.1315	0.2857	0.0871	0.1753	0.1556	0.3547	0.1493	0.2852	0.1789	0.1257	0.1266	0.0912	0.085	0.1737
X__150699195__150718700__ENSG00000063601	0.1427	0.2923	0.1451	0.1161	0.0572	0.1051	0.0513	0	0.0409	0.0239	0.0794	0.1442	0.1423	0.2323	0.1152	0.0547	0.1119	0.3622	0.0717	0.1038	0.1711	0.1289	0.1333	0.0923	0.1756	0.1535	0.0877	0.204	0.0522	0.1275	0.1383	0.0985	0.0943	0.0475	0.0895	0.1436	0.1627	0.1368	0.085	0.1085
X__150736595__150737448__ENSG00000063601	0.1835	0.2769	0.3316	0.5107	0.2859	0.5404	0.3077	0.2245	0.368	0.5486	0.3376	0.2472	0.3952	0.6194	0.5378	0.2918	0.5407	0.6036	0.263	0.3115	0.3765	0.3608	0.3111	0.4152	0.2874	0.4605	0.4822	0.6733	0.3831	0.3505	0.3975	0.4532	0.3456	0.4119	0.2684	0.4309	0.3616	0.5016	0.3401	0.4559
X__150793691__150816078__ENSG00000102181	0.0816	0.2308	0.2073	0.3482	0.2478	0.3903	0.1197	0.1632	0.1022	0.2147	0.2383	0.2678	0.3162	0.4258	0.2881	0.1459	0.3356	0.2616	0.2391	0.2284	0.1369	0.2577	0.2666	0.1999	0.1756	0.2729	0.3726	0.3265	0.1741	0.3346	0.2938	0.2955	0.2671	0.2852	0.1491	0.395	0.1085	0.1672	0.3189	0.2605
X__155415575__155419562__X:155415575|155419562	0.0612	0.0923	0.0622	0.0464	0.1144	0.0751	0.0171	0	0	0.1431	0.0794	0	0.0632	0.1161	0.0576	0.0547	0.0932	0.161	0	0.0831	0	0	0.1333	0.0461	0	0.0853	0.1315	0.2653	0.0697	0.0478	0.0346	0	0.0786	0.0317	0.0596	0.0539	0.0181	0.1064	0.0638	0.1085
X__155545096__155548224__ENSG00000185973	0.0612	0.0769	0	0.0464	0.0381	0.0901	0.0684	0	0	0.0716	0.0993	0.0412	0.0316	0.1936	0.0768	0	0	0.0402	0	0.0415	0	0.1031	0.1037	0.0615	0.1118	0.0512	0.0658	0.2244	0.0522	0.0797	0.1037	0.0985	0.055	0.0634	0.0596	0.0898	0.0362	0.0304	0.0638	0
1__6806983__6825210__ENSG00000171735	0	0.0769	0.0829	0	0.0572	0	0.0342	0	0	0.0477	0	0.0412	0.0474	0.0774	0	0	0.0373	0.0402	0	0	0.0685	0	0	0	0	0	0.0438	0.1224	0	0.0478	0	0.0788	0.0471	0	0.0596	0	0	0.0304	0.0425	0
1__8495063__8508675__ENSG00000142599	0	0.0308	0.0415	0.0348	0	0	0	0.0408	0	0	0	0	0.0474	0.0581	0	0	0.0373	0	0	0	0	0	0.0444	0	0	0	0	0	0	0	0.0346	0	0.0314	0.0317	0	0.0539	0.0542	0.0456	0	0
1__8541214__8614686__ENSG00000142599	0	0.0615	0	0.058	0.1334	0.045	0.0513	0	0.0613	0.0716	0.0596	0.0618	0.079	0.0774	0.1152	0	0.0373	0.1006	0.0478	0	0.0685	0.0515	0.1185	0.0923	0.0958	0.1023	0.0438	0.1836	0	0.0478	0.0519	0.0591	0.0236	0.0634	0.1193	0.0718	0	0	0.0425	0.0217
1__9931891__9935627__ENSG00000162441	0	0.0462	0.0622	0.1045	0.0191	0.03	0	0.0408	0	0.0477	0.1192	0.1236	0.1265	0.271	0.1152	0.0912	0.1119	0.0604	0.0717	0.0623	0.0685	0	0.0593	0.0923	0	0.0853	0.0658	0.0816	0.1045	0	0.0346	0	0.0707	0.0792	0.0596	0.1436	0.0542	0.0912	0.0638	0.0651
1__10134988__10137205__ENSG00000130939	0	0.0308	0.0415	0	0	0.03	0	0	0	0.0954	0	0	0	0.0387	0	0	0	0	0	0.0415	0	0	0.0296	0	0	0	0	0.0612	0.0174	0.0637	0.0346	0	0.0236	0	0.0596	0.0359	0.0362	0	0	0
1__10403071__10404279__ENSG00000142657	0	0.0308	0.1036	0.0696	0	0.045	0.0513	0	0	0.0477	0	0.0412	0.1107	0.0774	0	0	0	0.0402	0	0.0415	0	0	0	0	0.0479	0.0512	0.0658	0.1428	0	0.0797	0.0346	0.0591	0.0393	0	0.0596	0	0.0542	0.0456	0.085	0
1__10467190__10469338__ENSG00000160049	0	0.0308	0	0	0	0	0	0	0	0	0.0794	0	0	0	0.0576	0.0182	0	0.0402	0	0	0	0	0	0.0308	0.0319	0.0341	0.0438	0.0612	0	0.0637	0	0.0394	0.0393	0.0475	0	0.0539	0	0.0608	0	0
1__12275825__12278038__ENSG00000048707	0	0.0462	0	0.058	0	0.0751	0.0513	0	0.0613	0.0954	0	0.0618	0.079	0.0774	0	0	0.0559	0.0402	0	0.0415	0	0	0	0	0	0.0682	0	0.0612	0	0	0.0519	0	0	0.0475	0	0.0718	0.0542	0.0608	0.0638	0.0651
1__12578718__12579412__ENSG00000162496	0	0.0308	0	0.0812	0	0.0901	0	0	0.0613	0.0954	0.0794	0.0618	0.1265	0.0774	0	0.0365	0.0373	0.0604	0	0.1246	0.1369	0	0.163	0.0615	0.0798	0	0.0438	0.0816	0.0522	0.0797	0.1037	0	0.1178	0	0.0596	0.1795	0.0904	0.0912	0.1063	0.0651
1__13715541__13749487__ENSG00000116731	0	0.0615	0.0207	0.0116	0.0191	0.0901	0.0171	0.0408	0.0613	0	0.139	0	0.1265	0.1355	0.1344	0.0729	0.0373	0.1006	0	0.2077	0	0.0515	0.0296	0.123	0.0958	0	0.0219	0.0408	0.0522	0.0637	0.1901	0.0788	0.0864	0.0317	0.0596	0.018	0.0542	0.0608	0.1063	0.0217
1__15638307__15651895__ENSG00000197312	0	0.0615	0	0.0464	0	0	0	0	0	0	0	0.0618	0	0.0774	0.0384	0.0365	0.0746	0.1006	0	0	0.0685	0	0	0.0461	0	0.0682	0.0438	0.102	0.0348	0.0159	0.0173	0	0.055	0.0951	0	0.0718	0.0362	0	0	0
1__15719734__15721388__ENSG00000116786	0	0.0308	0.1244	0.0812	0	0.1051	0.0513	0.0408	0.0409	0.1193	0.139	0	0.079	0.1355	0.0384	0	0.0559	0.0604	0	0.0415	0	0.0515	0.0296	0.0923	0.0639	0.0512	0	0.0408	0	0.0319	0	0.0985	0.0707	0	0	0.0539	0.0542	0.0608	0	0.0868
1__20969474__20981227__ENSG00000075151	0	0.0308	0	0	0	0.06	0	0	0	0	0.0596	0	0.0316	0	0.0576	0	0	0.0402	0	0.0415	0	0	0.0148	0	0.0319	0	0.0438	0.0408	0	0	0.0346	0	0.0471	0	0.0596	0	0	0.076	0.0425	0.0651
1__21002713__21111383__ENSG00000075151	0	0.0462	0.0622	0.0232	0.0191	0.1201	0.0342	0	0	0.0716	0	0.0618	0.0949	0.0581	0	0.0729	0.0559	0.0402	0	0.0623	0	0.1031	0.0296	0.0308	0.1277	0.0512	0	0.0204	0.0522	0.0159	0.0691	0.0591	0.0471	0	0	0.0359	0.0362	0.0152	0.0425	0.0868
1__21089138__21111383__ENSG00000075151	0	0.0462	0.0622	0.0696	0.0953	0.06	0	0	0	0.0477	0.0397	0.0412	0	0.0387	0.0768	0	0.0373	0	0.0478	0	0.0685	0	0.0444	0	0.0958	0.0682	0	0.0612	0	0.0159	0	0	0.0471	0.0475	0	0.0359	0.0723	0.0152	0	0
1__21221747__21228041__ENSG00000117298	0	0.0769	0.0207	0.0696	0.0381	0	0	0	0.0409	0	0	0.0824	0.079	0.0581	0.0768	0.0365	0	0.0201	0	0.0623	0	0	0.0296	0.0461	0.0958	0	0	0.0408	0	0	0.0691	0	0.0314	0	0	0.0898	0.0362	0	0	0.0434
1__21272699__21290156__ENSG00000117298	0	0.0615	0.0415	0.0464	0.0572	0	0	0	0.0409	0	0.0397	0.0618	0	0.0194	0.0384	0	0.0746	0.0805	0	0.0208	0	0	0	0.0308	0	0.0341	0	0	0	0.0159	0.0691	0.0985	0.0314	0.0475	0	0.0539	0	0.0456	0	0.0434
1__21715389__21724095__ENSG00000090686	0	0.0923	0.1658	0.0348	0.0953	0.045	0.0684	0.0612	0.0613	0.0716	0.0596	0.0824	0.1423	0.1548	0.1152	0.0547	0.1119	0.161	0.1195	0	0.1369	0.0515	0.0889	0.0154	0.1277	0.0512	0.1096	0.1836	0.0522	0.0797	0.121	0.0591	0.1021	0.1426	0.1491	0.1257	0.0723	0.0608	0.1276	0.0868
1__21721036__21721764__ENSG00000090686	0	0.1385	0	0.1973	0.0953	0.045	0.0342	0	0.0613	0.167	0.1788	0.0824	0.1265	0.2323	0.0576	0.1094	0.1305	0.0402	0.0478	0.1038	0.0685	0.1289	0.1333	0	0.0639	0.0853	0.1754	0.102	0.0697	0.1753	0.1901	0.0788	0.1335	0.0792	0.1193	0.2513	0.1266	0.076	0.1063	0.0434
1__22078429__22086866__ENSG00000070831	0.0204	0.0923	0.1244	0.1277	0.0763	0.06	0.0684	0.2653	0.0613	0.0716	0.1589	0.1442	0.1265	0.2323	0.0192	0.0912	0.0559	0.1006	0.0956	0	0.0685	0.3608	0.0741	0.0923	0.1118	0.0853	0.4822	0.1428	0.1045	0.1434	0.1728	0.0788	0.0786	0.0951	0.0596	0.0898	0.0723	0.0912	0	0.152
1__23417249__23419139__ENSG00000204219	0	0.0308	0.0829	0.0348	0	0	0.0342	0	0.0613	0.0477	0	0.0412	0	0.0581	0.0768	0	0.0373	0.0805	0	0.0831	0	0	0.0296	0.0461	0.0798	0.0341	0.0438	0.0816	0	0	0.0691	0	0.0786	0	0	0.1257	0	0.1216	0.0213	0
1__23814190__23820593__ENSG00000117305	0	0.0462	0	0.058	0.0572	0.03	0.0513	0	0	0	0.0596	0	0	0.0774	0.0768	0.0729	0.1119	0.0604	0.0478	0	0	0.0515	0.0593	0.1384	0.0798	0.0512	0.0658	0	0.0697	0.0956	0.1037	0.0394	0.055	0	0.0596	0	0	0.0608	0.0425	0.0868
1__25340474__25351693__ENSG00000183726	0	0.0462	0.0829	0.0696	0	0.0901	0.0513	0	0.0204	0.1431	0	0	0.0632	0	0	0.0729	0	0.0604	0.0478	0	0	0	0.0444	0	0	0	0.0877	0.0816	0.0522	0.0478	0.0519	0	0.1021	0.0634	0	0	0	0	0	0.1085
1__26257597__26259802__ENSG00000130695	0	0.0769	0	0.0232	0	0	0	0	0.0409	0.0716	0	0	0	0	0.0576	0.0365	0.0373	0	0.0239	0	0	0	0.0296	0.0615	0.0479	0	0	0.1428	0.0348	0	0.0864	0.0591	0.0157	0.0475	0	0.0718	0	0.0304	0.1063	0
1__26268483__26269614__ENSG00000130695	0	0.0615	0	0.058	0	0.03	0.0342	0.0816	0.0818	0.0239	0	0	0.1107	0.0774	0	0.0547	0	0.0805	0	0	0.0685	0.0773	0	0	0	0.0512	0	0	0	0.0319	0	0.1182	0.0628	0.0951	0.0596	0.1257	0.0542	0	0.0638	0.0868
1__26453609__26463433__ENSG00000223583	0	0.1077	0	0.0929	0.0191	0.06	0	0.0408	0.0613	0.0716	0.0794	0	0.0632	0.1161	0.096	0.0365	0.0932	0.0805	0	0	0.0685	0.0515	0.0296	0	0.0319	0.0853	0.0438	0.2244	0.0522	0.0637	0	0.0788	0.0707	0.0792	0	0.1436	0.0723	0.076	0.0425	0
1__26729651__26732792__ENSG00000117713	0	0.0462	0.0622	0.0696	0.0381	0.0751	0	0	0	0	0	0.0412	0.0474	0.0581	0.1152	0.0547	0.0932	0.0402	0	0.0415	0	0	0	0.0461	0.0798	0.0682	0.0438	0	0.0348	0	0.0519	0.1182	0.055	0	0	0.1077	0.0362	0.076	0	0.0868
1__27789562__27793632__ENSG00000117758	0	0.0462	0.1865	0.0812	0.2859	0.1201	0.1197	0.0612	0.0613	0.0954	0.139	0.2884	0.079	0.1548	0.1152	0.0912	0.0932	0.2012	0.0956	0.1038	0.1027	0.1804	0.1185	0.0769	0.0958	0.1023	0.0658	0.2244	0.0697	0.1912	0.1901	0.197	0.11	0.0951	0	0.2154	0.1446	0.1824	0.1488	0.0651
1__28035544__28048426__ENSG00000158161	0	0.0769	0.0622	0.0116	0.0953	0.0751	0	0	0.0409	0.0477	0.0397	0.103	0.1265	0.0774	0	0.0547	0	0.0805	0.0956	0.1038	0	0.1031	0.0593	0.0461	0.0958	0.0682	0.0438	0.0408	0.0522	0.0319	0.0864	0.0394	0.0628	0.0158	0.0596	0.0539	0.0362	0.0456	0.0425	0
1__28459085__28466535__ENSG00000204138	0	0.0308	0	0.1277	0.0381	0.045	0.1026	0.0816	0	0	0	0.103	0.079	0.0968	0.1344	0	0	0.0402	0	0.1246	0	0	0.0444	0.0615	0.0319	0.0682	0.0877	0.0816	0.0697	0.0956	0.0346	0.0788	0.0393	0	0.0596	0.0359	0.0723	0.076	0.085	0.0651
1__28473554__28474151__ENSG00000204138	0	0.1539	0.1244	0.1973	0.0953	0.1651	0	0.0408	0.0818	0.167	0.0794	0.103	0.0316	0.1355	0.1729	0.1094	0.0932	0.1006	0.1435	0.1869	0	0.0773	0.0889	0.2306	0.0958	0.29	0.1973	0.0612	0.0697	0.0797	0.1037	0.2955	0.1021	0.1426	0	0.1436	0.1266	0.304	0.1701	0.152
1__28476107__28480604__ENSG00000204138	0	0.0769	0.0622	0.0348	0	0	0.0342	0	0	0.0477	0.0397	0.0618	0	0.0581	0	0.0547	0.0746	0.0604	0.0956	0	0.0685	0	0.0444	0.0308	0.0479	0.0512	0.0438	0	0	0.0319	0.0519	0.0591	0.0471	0.0475	0	0	0	0.0608	0	0.0651
1__28617953__28622165__ENSG00000120656	0	0.0462	0.1451	0.0464	0	0	0.0513	0	0.0409	0.0477	0.0596	0	0.0158	0.0968	0	0.0547	0.0373	0.0805	0.0717	0	0	0	0.0593	0.0769	0.0319	0	0.0658	0	0.0697	0.0637	0.0691	0.0197	0.0157	0.0634	0	0.1077	0.0542	0.076	0.0213	0.1085
1__28683583__28697084__ENSG00000252777	0	0.0308	0.1036	0	0	0.06	0	0	0	0.0477	0	0	0.0316	0.0968	0.0384	0.0365	0.0373	0.0402	0	0	0	0.1031	0	0	0.0319	0.0853	0	0.0612	0.0348	0.0637	0	0	0.055	0.0634	0.0895	0	0	0	0.0425	0
1__28987431__28997319__ENSG00000159023	0	0.0462	0.1036	0.0464	0	0.03	0	0.0408	0	0	0	0	0	0.0968	0.0384	0.0729	0	0	0	0.0415	0	0.0515	0	0.0308	0.0319	0	0	0	0	0	0.0346	0.0394	0	0	0	0	0.0542	0.0456	0.0638	0.0651
1__29035826__29065158__ENSG00000277958	0	0.0769	0	0.0348	0	0	0.0342	0.0612	0	0.0477	0.0993	0.0412	0.0474	0.0774	0.0576	0.0365	0.1305	0.0604	0.0478	0.0415	0	0.0515	0.0444	0	0	0.0341	0.0438	0.0816	0.0522	0.0319	0.0346	0.0788	0.0628	0.0634	0.0895	0.0539	0	0.0152	0	0.0651
1__31005853__31007102__ENSG00000134644	0	0.0769	0.0415	0	0.0381	0	0	0.0612	0.0613	0.0716	0	0	0	0.0968	0	0.0729	0.0746	0.0805	0.0478	0.0415	0.0685	0.0515	0.0741	0.0769	0.0479	0.0341	0	0.1428	0.0697	0	0.0519	0.0591	0.0707	0.0475	0	0.0539	0.0362	0.0304	0.0425	0
1__31059204__31059577__ENSG00000134644	0.0204	0.0308	0	0.0232	0	0	0	0	0.0613	0	0	0	0.0316	0	0	0.0365	0.0373	0	0	0.0415	0	0	0	0.0461	0.0319	0	0	0.0612	0	0	0	0	0.0157	0.0475	0	0	0.0362	0	0	0.0434
1__32226171__32226530__ENSG00000084623	0	0.0923	0.0415	0.0348	0	0.06	0.0342	0.0816	0.0818	0	0	0.0412	0	0.0581	0	0.0729	0.0559	0.0402	0	0.0415	0.0685	0	0.0593	0.0461	0.0319	0.0853	0.0438	0.0408	0.0522	0.1115	0.0691	0.0788	0.0628	0.0951	0	0.1975	0	0	0	0.0868
1__32631827__32634792__ENSG00000176261	0	0.2	0.2073	0.1741	0	0.1351	0.1538	0	0.1227	0.2863	0.2383	0.1236	0.1581	0.4065	0.2497	0.2553	0.3543	0.1811	0	0.0831	0	0.1289	0.1481	0.1076	0.2235	0.4094	0.3726	0.4693	0.296	0.1593	0.1901	0.1773	0.2514	0.2535	0.0596	0.2872	0.2712	0.2736	0.1276	0.1737
1__35381259__35381758__ENSG00000146463	0	0.0615	0	0.0116	0.0381	0	0.0684	0.0408	0.0409	0	0.0397	0.0618	0.0316	0	0	0.0182	0.0373	0	0.0717	0	0	0.0773	0.0296	0	0.016	0	0.0219	0.0204	0.0174	0	0	0.0394	0.0236	0	0	0.0359	0	0	0	0
1__35415466__35415714__ENSG00000146463	0	0.0615	0	0.0348	0	0	0.0342	0	0	0.0477	0	0.0412	0.0316	0.0387	0	0.0365	0	0.0402	0	0	0	0	0	0	0	0.0512	0	0.0408	0	0.0637	0	0	0.0314	0	0	0.0359	0.0723	0	0	0
1__37587311__37589082__ENSG00000134697	0	0.0462	0.0415	0.0348	0	0.1201	0	0	0	0	0.0397	0	0	0.1548	0	0.0729	0.0373	0.0805	0.0478	0	0	0	0.0296	0	0	0.0341	0	0	0	0	0	0	0.0236	0	0	0.0718	0.0723	0	0	0
1__38998171__39001106__ENSG00000174574	0	0.0308	0.0622	0.0348	0	0	0	0.0408	0	0	0	0	0.0632	0.0968	0.0576	0.0365	0.0559	0	0	0.0415	0	0	0.0444	0.0461	0.0319	0.0512	0	0	0	0	0.0346	0	0.0471	0.0634	0	0.0898	0	0.0304	0	0
1__40406736__40409835__ENSG00000084070	0	0.0923	0.0207	0.0696	0	0.045	0.0171	0.0612	0	0.0716	0.1192	0.0412	0.0158	0.0774	0.0768	0.0365	0.0746	0	0	0.0415	0	0.0773	0.1481	0.0308	0.0319	0.0341	0	0.102	0.0348	0.0319	0.0691	0.0197	0.0236	0.0158	0	0.0539	0.0362	0.0912	0.0425	0.0434
1__42265115__42311110__ENSG00000198815	0	0.0615	0.0415	0.0116	0.0572	0.03	0.0342	0.0408	0.0613	0.1431	0.0596	0.0206	0.0316	0.0774	0.0384	0.0729	0.0559	0.0201	0	0.0208	0.0342	0	0.0444	0.0615	0.0319	0.0512	0.0658	0.0612	0.0697	0.0319	0.0519	0.0197	0.0236	0.1109	0.0596	0.018	0.0362	0.0304	0.085	0
1__42773563__42775479__ENSG00000283580	0	0.0769	0.1451	0.0929	0.0572	0.1051	0.0342	0	0.0818	0.0477	0.0397	0.0618	0	0.2129	0.0192	0.0365	0.0559	0.0402	0	0.0623	0	0.0773	0.0593	0.0461	0.0639	0.0512	0.1096	0.0612	0.0697	0.0478	0.0346	0.0788	0.0314	0.0951	0	0.0898	0.0362	0.0456	0.0638	0
1__44308310__44339322__ENSG00000117419	0	0.0308	0	0.0464	0.0381	0.03	0	0	0	0.0239	0	0	0.0316	0.0968	0	0.1094	0	0	0	0.0831	0	0	0.0444	0	0	0.0512	0	0.0408	0	0.0478	0	0	0.0314	0.0634	0	0	0	0	0	0
1__45087881__45088237__ENSG00000162415	0	0.0769	0.1244	0.0929	0	0.06	0	0.0408	0.0409	0.1193	0.0596	0.0618	0.0632	0.1548	0.096	0	0	0.0604	0	0.0623	0	0.0773	0.0593	0.0769	0.0639	0.1023	0.1534	0.0816	0	0.0637	0.0691	0.1379	0.1178	0.0951	0.0596	0	0.1085	0.0608	0	0.1303
1__45334391__45334967__ENSG00000288208	0	0.0462	0	0.0464	0	0	0	0	0	0	0	0.0412	0.0316	0.0387	0.0384	0	0	0	0	0	0	0	0.0296	0	0	0	0	0.0408	0	0.0478	0	0.0394	0	0	0	0	0.0362	0.0456	0.0425	0
1__45659028__45661225__ENSG00000159592	0	0.0615	0.0829	0.0696	0.0381	0.06	0	0.0612	0	0.0954	0.0596	0.0412	0	0.0968	0.0576	0.0729	0.0373	0.0604	0.0717	0	0.0685	0.0773	0.0296	0.0461	0.0319	0.0853	0.1754	0.0408	0.0871	0.0797	0.0173	0.1379	0.0079	0	0	0.1795	0.0723	0.0912	0.0638	0.0651
1__46683300__46691937__ENSG00000159658	0	0.0308	0	0.0232	0	0.06	0	0	0	0.0477	0	0.0412	0	0	0	0.0729	0.0373	0.0402	0	0	0	0	0.0296	0.0308	0.0319	0.0853	0	0.0408	0	0	0.0691	0	0.0157	0.0634	0	0.0359	0.0362	0.0456	0	0
1__47374909__47375293__ENSG00000162368	0	0.0308	0	0	0.1144	0	0	0.0408	0	0.0477	0	0	0.0316	0.0387	0	0	0	0.0604	0.0956	0.0415	0	0.0515	0.0444	0	0.0639	0	0	0.0816	0.0522	0	0.0519	0.0591	0.0471	0.0634	0	0	0	0.0456	0	0.0868
1__51402435__51408332__ENSG00000085832	0	0.0615	0.1244	0.1393	0.0572	0.2102	0.0513	0.102	0.1022	0.2863	0.0397	0.0824	0.2529	0.2903	0.2497	0.1459	0.1119	0.1006	0.0478	0.0831	0.1369	0.1031	0.0741	0.1384	0.1437	0.0512	0.1754	0.1632	0.1219	0.1593	0.2074	0.0788	0.0943	0.0317	0.0596	0.0539	0.1446	0.0912	0.0638	0.1737
1__51461091__51465326__ENSG00000085832	0	0.0462	0.0207	0.0812	0.0572	0.03	0	0	0.0613	0.0477	0.0397	0.0618	0.0158	0.0581	0.096	0	0.1119	0.0604	0.0717	0	0	0.0515	0.1185	0	0.0798	0.0853	0	0.1224	0.0174	0.0637	0.0346	0	0.0393	0.0634	0	0.1795	0.0904	0.0608	0.0425	0
1__51745536__51765981__ENSG00000117859	0	0.0308	0	0.0464	0	0.1051	0	0	0.0409	0.0477	0	0.0618	0	0	0.0384	0	0	0.0604	0.0478	0.0623	0	0	0.0444	0	0.0319	0.0512	0.0438	0.0816	0.0348	0.0319	0.0691	0	0.0393	0.0475	0.1193	0.0718	0.0362	0.0456	0	0
1__52445787__52461769__ENSG00000134744	0	0.0308	0	0.0348	0.0381	0	0	0	0	0.0477	0	0.0412	0.0474	0.0581	0	0.0182	0.0746	0	0	0	0	0	0.0296	0	0.0319	0	0	0	0	0.0637	0	0	0.0157	0	0	0	0	0	0	0.0651
1__52490732__52509712__ENSG00000134744	0	0.0615	0.0622	0.0464	0.0763	0.045	0.1026	0	0.0818	0.0716	0.0596	0.0618	0	0.0968	0.0768	0.0912	0.0373	0.0402	0.0478	0.0623	0.0685	0.0773	0	0.0308	0.0958	0.0682	0.0877	0.102	0.0348	0.0478	0.0173	0	0.0943	0.0792	0.0596	0.1436	0.0362	0.076	0	0.1303
1__52493611__52497183__ENSG00000134744	0	0.0615	0.0207	0.058	0	0.06	0.0342	0.0612	0	0.1193	0	0.0412	0	0.0387	0	0	0	0.0402	0	0	0	0	0	0	0	0	0	0.1428	0.0348	0.0478	0.0346	0	0.0157	0.0317	0	0.0359	0.0362	0	0	0
1__52509596__52529873__ENSG00000134744	0	0.0308	0.0415	0.0348	0	0	0	0	0.0409	0.0716	0.0596	0.1236	0.0474	0.0581	0.0768	0	0	0	0	0	0	0.0515	0	0	0	0	0.0438	0.0612	0.0348	0.0637	0.0691	0	0.0707	0	0	0.0539	0.0723	0.0608	0.085	0.0868
1__53825798__53832591__ENSG00000058804	0	0.0462	0	0.0232	0	0.045	0	0	0	0	0.0596	0	0	0.0581	0.0192	0.0365	0.0373	0.0805	0	0	0	0.0515	0.0296	0	0.0319	0.0341	0	0	0	0.0319	0	0	0.0236	0.0475	0	0.0359	0	0	0	0
1__53882943__53883276__ENSG00000058799	0	0.0308	0	0	0.0381	0	0.0342	0	0.0613	0	0	0	0	0.0387	0	0.0365	0.0559	0	0	0	0	0.0773	0	0	0	0	0	0.0408	0	0	0.0864	0	0.0236	0	0	0	0	0.0304	0.0425	0.0651
1__54040756__54043525__ENSG00000116209	0	0.0923	0.1036	0.1161	0.0953	0.06	0.0684	0.0204	0.0613	0.0954	0.2185	0.206	0.079	0.1548	0.1536	0.0912	0.0932	0.2012	0	0.1038	0.1369	0.0515	0.0889	0.1691	0.1437	0.1365	0.0658	0.204	0.1045	0.1753	0.0864	0.197	0.0393	0.0951	0.1491	0.1436	0.0362	0.0912	0.1913	0.0434
1__58522827__58536741__ENSG00000173406	0	0.0462	0	0.0348	0.0763	0.03	0	0	0	0.0716	0	0	0	0.0387	0.0768	0.0182	0	0.0402	0.0717	0	0	0	0	0	0.0319	0.0512	0	0.0204	0.0522	0.0319	0.0346	0	0.0628	0.0317	0	0.0898	0	0	0.0638	0
1__58671870__58685251__ENSG00000162601	0	0.0308	0.1036	0.058	0	0.045	0.0513	0	0	0	0.0596	0.0824	0.079	0.0581	0	0	0.0746	0.161	0	0	0.0685	0.0515	0.0296	0.0308	0.0319	0.0341	0.1315	0.1224	0	0.0797	0.0346	0	0.0471	0.1109	0	0.1616	0	0.0608	0	0.0651
